popsize,avgemployers,unemployed,avgsalary,livarea,invests,factoriescap,conscap,consnewareas,retailturnover,foodservturnover,lat,lon,saldo
0.02939260630224242,0.018730227944303637,0.008863762449567252,0.1799509978740914,0.413169397422049,0.00579610165777391,0.013906962137683594,0.002802450725707915,0.003035836771893786,0.0015841736809562,0.006068263970127424,0.6906087564098378,0.2259253145052703,1.0
0.025058058117380794,0.014765323676664967,0.0032627905922871,0.1574465003013005,0.28840950864469,0.008951741618520196,0.00152198965630743,0.0059929715464528644,0.0031635740228449184,0.006275321276775953,0.004201626059259028,0.7028182400395563,0.22177980392314783,1.0
0.04756414329768548,0.019119773408382154,0.00343367010719787,0.17370903865242546,0.34420887032168435,0.005705786833588501,0.008330894686036525,0.0027017594271520388,0.002427295246508908,0.00526063146038799,0.008436649587631566,0.6932527879063619,0.22423562266186603,1.0
0.119505997109827,0.0795019210898624,0.01643588833267445,0.29969515199966446,0.45236748839463464,0.010161773247595082,0.05890749170380732,0.01448971563997974,0.02885187869907492,0.039386066884554954,0.008423167913462086,0.8617021185966998,0.16459028235944395,1.0
0.12244299869700986,0.07308974278352566,0.05460377574321981,0.2784708246964013,0.4365485373881243,0.030608861784004064,0.0524688825153088,0.02437972374781143,0.040147119887871875,0.031838630521380445,0.009767680672320847,0.867357592787052,0.17482283472791346,1.0
0.11240285314350722,0.0783142021973597,0.010305583274322138,0.27026630411583,0.43904403588606294,0.01971658776608648,0.03094865917622657,0.011396089558856237,0.01519699107827209,0.02219869363007601,0.01095556840697684,0.8646652497141941,0.1708533320609012,1.0
0.11622426159569854,0.0905023118957545,0.0979743508406217,0.32656960603783886,0.4364807361106357,0.03549978626267965,0.07945509675523822,0.005985083758803923,0.03525662751581195,0.0825243649055823,0.006549305741935843,0.8705309249944618,0.1580350391988237,1.0
0.1483513381959439,0.0905023118957545,0.025345792908665926,0.31403293610307537,0.34743848201007066,0.00884997795332765,0.05728538798389876,0.007128969562506398,0.017960841773770997,0.0739218499585802,0.004263640180872441,0.8700834462239821,0.16457897047129452,1.0
0.10745760432588952,0.0905023118957545,0.029830218509752995,0.3258903174994125,0.4644163022767728,0.012699674569163662,0.08244510246378478,0.004663534723355845,0.0342521868209173,0.049232491941480584,0.00046041022958,0.8638514228791122,0.1580350391988237,1.0
0.03103496020050139,0.023650538660443636,0.013400818966888857,0.27588957712674395,0.4673487253736887,0.0059742402969409115,0.02576331309199905,0.011395869529397529,0.008944944697769994,0.017723718282910153,0.012904037178087347,0.8517395318113676,0.18662728920606927,1.0
0.035132522362660436,0.023597355960620053,0.01838727282019907,0.1934560595716752,0.450495118848989,0.007827268058139561,0.0173779628539694,0.0037667437961134633,0.004469810571563603,0.02402359909383452,0.008361742058439377,0.8625878839768794,0.18163576526508396,1.0
0.026670587589459453,0.017190255346749072,0.005038371261789224,0.19958257472413157,0.3164670295310953,0.0095571906226522,0.0032612959632439334,0.002497110251926911,0.0002204151791617,0.026554748082267574,0.009696702745044933,0.6782646577854202,0.22501777173369342,1.0
0.021468085219527637,0.02210921827844312,0.007708350670110695,0.29190607677970515,0.49271863389516596,0.008204028940532187,0.01964777427225831,0.004851326296726579,0.011447717540020828,0.012035373258341718,0.00602765237748378,0.8656233369496966,0.1786696999076308,1.0
0.020846488222645627,0.025798161926548602,0.0033165480037883385,0.1961184472075899,0.44961230938652197,0.006779578834142278,0.00664632807454925,0.0037871515888422934,0.0011670659873245976,0.0015841736809562,0.004734950311605645,0.6891253184946264,0.22543976196233848,1.0
0.03808392064770853,0.04351210578190394,0.0032627905922871,0.1490518744429419,0.2873563218390805,0.007802357830873359,0.0002335443710087,0.003331351899855876,0.0018307735133000548,0.01659886972230183,0.00974985488568445,0.6782646577854202,0.22523608689445906,1.0
0.029681428858901446,0.021152766480606926,0.010655423060140468,0.1920625107666104,0.4699638395401005,0.006944526245685421,0.02186387196978201,0.007901888596054105,0.005201605790784103,0.018359284989963347,0.010325143683423504,0.8705309249944618,0.18454979328187165,1.0
0.033457844411625096,0.07332164601422984,0.015072227544017928,0.2724289619918151,0.4117226460880622,0.008589189811900055,0.01998689745875405,0.018130128598657223,0.008424838041320826,0.020384941079287622,0.007166698452445476,0.8600521311166893,0.17182988164791232,1.0
0.039716947428808116,0.08330875861586262,0.0074106147318996705,0.27478598823695866,0.4463418205198564,0.01233087668624299,0.06158955139233002,0.0070702908096714765,0.016285456409432728,0.011808363660539643,0.011109506575361461,0.8682121436716964,0.1580350391988237,1.0
