oktmo,name,year,outflow
08701000,город Хабаровск,2011,392.0
22603000,Арзамасский муниципальный район,2011,1.0
22605000,Балахнинский муниципальный район,2011,48.0
22605000,Балахнинский муниципальный район,2011,4.0
22605000,Балахнинский муниципальный район,2011,52.0
22607000,Богородский муниципальный район,2011,3.0
22607000,Богородский муниципальный район,2011,2.0
22607000,Богородский муниципальный район,2011,5.0
22609000,Большеболдинский муниципальный район,2011,1.0
22610000,Большемурашкинский муниципальный район,2011,1.0
22610000,Большемурашкинский муниципальный район,2011,2.0
22610000,Большемурашкинский муниципальный район,2011,3.0
22615000,Варнавинский муниципальный район,2011,1.0
22617000,Вачский муниципальный район,2011,1.0
22618000,Ветлужский муниципальный район,2011,1.0
22628000,Городецкий муниципальный район,2011,31.0
22628000,Городецкий муниципальный район,2011,6.0
22628000,Городецкий муниципальный район,2011,37.0
22630000,Дальнеконстантиновский муниципальный район,2011,3.0
22631000,Володарский муниципальный район,2011,7.0
22631000,Володарский муниципальный район,2011,6.0
22631000,Володарский муниципальный район,2011,13.0
22632000,Дивеевский муниципальный район,2011,2.0
22633000,Княгининский муниципальный район,2011,1.0
22634000,Ковернинский муниципальный район,2011,3.0
22634000,Ковернинский муниципальный район,2011,1.0
22634000,Ковернинский муниципальный район,2011,4.0
22635000,Краснобаковский муниципальный район,2011,2.0
22637000,Кстовский муниципальный район,2011,6.0
22637000,Кстовский муниципальный район,2011,2.0
22637000,Кстовский муниципальный район,2011,8.0
22638000,Кулебакский муниципальный район (с 2016 г. городской округ г. Кулебаки),2011,2.0
22638000,Кулебакский муниципальный район (с 2016 г. городской округ г. Кулебаки),2011,1.0
22638000,Кулебакский муниципальный район (с 2016 г. городской округ г. Кулебаки),2011,3.0
22639000,Лукояновский муниципальный район,2011,2.0
22640000,Лысковский муниципальный район,2011,2.0
22640000,Лысковский муниципальный район,2011,4.0
22641000,Навашинский муниципальный район (с 2016 г. городской округ Навашинский),2011,4.0
22641000,Навашинский муниципальный район (с 2016 г. городской округ Навашинский),2011,1.0
22641000,Навашинский муниципальный район (с 2016 г. городской округ Навашинский),2011,5.0
22642000,Павловский муниципальный район,2011,2.0
22648000,Сергачский муниципальный район,2011,8.0
22648000,Сергачский муниципальный район,2011,3.0
22648000,Сергачский муниципальный район,2011,11.0
22649000,Сеченовский муниципальный район,2011,5.0
22653000,Тоншаевский муниципальный район,2011,3.0
22653000,Тоншаевский муниципальный район,2011,2.0
22653000,Тоншаевский муниципальный район,2011,5.0
22654000,Уренский муниципальный район,2011,4.0
22657000,Шатковский муниципальный район,2011,1.0
22659000,Сокольский муниципальный район,2011,1.0
22701000,город Нижний Новгород,2011,428.0
22701000,город Нижний Новгород,2011,1.0
22701000,город Нижний Новгород,2011,429.0
22703000,город Арзамас,2011,3.0
22712000,город Бор,2011,14.0
22712000,город Бор,2011,8.0
22712000,город Бор,2011,22.0
22721000,город Дзержинск,2011,88.0
22737000,Семеновский,2011,3.0
24601000,Вичугский муниципальный район,2011,1.0
24607000,Ивановский муниципальный район,2011,1.0
24611000,Кинешемский муниципальный район,2011,1.0
24613000,Комсомольский муниципальный район,2011,3.0
24613000,Комсомольский муниципальный район,2011,7.0
24613000,Комсомольский муниципальный район,2011,10.0
24614000,Лежневский муниципальный район,2011,1.0
24615000,Лухский муниципальный район,2011,1.0
24620000,Приволжский муниципальный район,2011,3.0
24620000,Приволжский муниципальный район,2011,5.0
24620000,Приволжский муниципальный район,2011,2.0
24623000,Родниковский муниципальный район,2011,3.0
24623000,Родниковский муниципальный район,2011,4.0
24623000,Родниковский муниципальный район,2011,1.0
24625000,Савинский муниципальный район,2011,2.0
24633000,Шуйский муниципальный район,2011,9.0
24633000,Шуйский муниципальный район,2011,1.0
24633000,Шуйский муниципальный район,2011,8.0
24635000,Южский муниципальный район,2011,3.0
24637000,Юрьевецкий муниципальный район,2011,1.0
24701000,Иваново,2011,62.0
24703000,Вичуга,2011,4.0
