oktmo,name,year,outflow
01601000,Алейский муниципальный район,2013,1.0
01601402,Алейский сельсовет,2013,1.0
01604000,Бийский муниципальный район,2013,1.0
01604483,Сростинский сельсовет,2013,1.0
01605000,Благовещенский муниципальный район,2013,30.0
01605151,Благовещенский поссовет,2013,5.0
01605157,Степноозёрский поссовет,2013,4.0
01605420,Гляденьский сельсовет,2013,2.0
01605436,Леньковский сельсовет,2013,2.0
01605452,Николаевский сельсовет,2013,2.0
01605456,Новокулундинский сельсовет,2013,2.0
01605458,Орлеанский сельсовет,2013,7.0
01605461,Суворовский сельсовет,2013,2.0
01605494,Яготинский сельсовет,2013,4.0
01606000,Бурлинский муниципальный район,2013,12.0
01606411,Бурлинский сельсовет,2013,3.0
01606422,Михайловский сельсовет,2013,5.0
01606444,Новосельский сельсовет,2013,2.0
01606466,Партизанский сельсовет,2013,1.0
01606477,Устьянский сельсовет,2013,1.0
01607000,Быстроистокский муниципальный район,2013,4.0
01607405,Быстроистокский сельсовет,2013,2.0
01607411,Верх-Ануйский сельсовет,2013,2.0
01608000,Волчихинский муниципальный район,2013,4.0
01608414,Бор-Форпостовский сельсовет,2013,2.0
01608421,Волчихинский сельсовет,2013,1.0
01608456,Пятковологовской сельсовет,2013,1.0
01609000,Егорьевский муниципальный район,2013,6.0
01609411,Кругло-Семенцовский сельсовет,2013,1.0
01609428,Малошелковниковский сельсовет,2013,1.0
01609433,Новоегорьевский сельсовет,2013,3.0
01609466,Титовский сельсовет,2013,1.0
01611000,Завьяловский муниципальный район,2013,4.0
01611416,Глубоковский сельсовет,2013,1.0
01611434,Завьяловский сельсовет,2013,1.0
01611470,Тумановский сельсовет,2013,1.0
01611489,Чистоозёрский сельсовет,2013,1.0
01612000,Залесовский муниципальный район,2013,2.0
01612412,Борисовский сельсовет,2013,1.0
01612426,Залесовский сельсовет,2013,1.0
01613000,Заринский муниципальный район,2013,2.0
01613430,Гоношихинский сельсовет,2013,1.0
01613434,Гришинский сельсовет,2013,1.0
01614000,Змеиногорский муниципальный район,2013,18.0
01614101,город Змеиногорск,2013,13.0
01614422,Барановский сельсовет,2013,1.0
01614433,Карамышевский сельсовет,2013,2.0
01614477,Таловский сельсовет,2013,1.0
01614488,Черепановский сельсовет,2013,1.0
01615000,Калманский муниципальный район,2013,3.0
01615414,Зимарёвский сельсовет,2013,1.0
01615480,Усть-Алейский сельсовет,2013,2.0
01616000,Каменский муниципальный район,2013,2.0
01616461,Новоярковский сельсовет,2013,2.0
01617000,Ключевский муниципальный район,2013,12.0
01617406,Васильчуковский сельсовет,2013,3.0
01617412,Зелёнополянский сельсовет,2013,1.0
01617424,Ключевский сельсовет,2013,8.0
01618000,Косихинский муниципальный район,2013,1.0
01618449,Малаховский сельсовет,2013,1.0
01619000,Красногорский муниципальный район,2013,4.0
01619405,Берёзовский сельсовет,2013,1.0
01619407,Быстрянский сельсовет,2013,2.0
01619423,Красногорский сельсовет,2013,1.0
01620000,Краснощёковский муниципальный район,2013,1.0
01620430,Краснощёковский сельсовет,2013,1.0
01622000,Кулундинский муниципальный район,2013,46.0
01622444,Златополинский сельсовет,2013,1.0
01622460,Кулундинский сельсовет,2013,18.0
01622466,Курский сельсовет,2013,2.0
01622472,Мирабилитский сельсовет,2013,17.0
01622477,Октябрьский сельсовет,2013,8.0
01623000,Курьинский муниципальный район,2013,22.0
01623422,Ивановский сельсовет,2013,7.0
01623438,Колыванский сельсовет,2013,1.0
01623444,Краснознаменский сельсовет,2013,2.0
01623466,Курьинский сельсовет,2013,9.0
01623468,Новофирсовский сельсовет,2013,1.0
01623477,Трусовский сельсовет,2013,1.0
01623488,Усть-Таловский сельсовет,2013,1.0
01624000,Кытмановский муниципальный район,2013,12.0
01624423,Кытмановский сельсовет,2013,2.0
01624434,Червовский сельсовет,2013,1.0
01624446,Новотарабинский сельсовет,2013,1.0
01624457,Октябрьский сельсовет,2013,3.0
01624493,Тягунский сельсовет,2013,5.0
01625000,Локтевский муниципальный район,2013,45.0
01625101,город Горняк,2013,27.0
01625426,Кировский сельсовет,2013,1.0
01625440,Масальский сельсовет,2013,3.0
01625459,Новомихайловский сельсовет,2013,4.0
