oktmo,name,year,visiblecompanies
19628100,Городские поселения Кирилловского муниципального района/,2015,6.0
19628101,город Кириллов,2009,10.0
19628101,город Кириллов,2010,8.0
19628101,город Кириллов,2013,7.0
19628101,город Кириллов,2014,7.0
19628101,город Кириллов,2015,6.0
19628101,город Кириллов,2016,4.0
19628101,город Кириллов,2017,3.0
19628101,город Кириллов,2018,4.0
19628400,Сельские поселения Кирилловского муниципального района/,2009,2.0
19628400,Сельские поселения Кирилловского муниципального района/,2010,2.0
19628400,Сельские поселения Кирилловского муниципального района/,2013,2.0
19628452,Николоторжское,2009,1.0
19628452,Николоторжское,2010,1.0
19628452,Николоторжское,2013,1.0
19628476,Талицкое,2009,1.0
19628476,Талицкое,2010,1.0
19628476,Талицкое,2013,1.0
19630000,Кичменгско-Городецкий муниципальный район,2009,5.0
19630000,Кичменгско-Городецкий муниципальный район,2010,6.0
19630000,Кичменгско-Городецкий муниципальный район,2011,4.0
19630000,Кичменгско-Городецкий муниципальный район,2012,4.0
19630000,Кичменгско-Городецкий муниципальный район,2013,4.0
19630000,Кичменгско-Городецкий муниципальный район,2014,4.0
19630000,Кичменгско-Городецкий муниципальный район,2015,3.0
19630000,Кичменгско-Городецкий муниципальный район,2018,3.0
19630000,Кичменгско-Городецкий муниципальный район,2019,3.0
19630000,Кичменгско-Городецкий муниципальный район,2020,3.0
19630000,Кичменгско-Городецкий муниципальный район,2021,3.0
19630000,Кичменгско-Городецкий муниципальный район,2022,3.0
19630400,Сельские поселения Кичменгско-Городецкого муниципального района/,2009,5.0
19630400,Сельские поселения Кичменгско-Городецкого муниципального района/,2010,6.0
19630400,Сельские поселения Кичменгско-Городецкого муниципального района/,2013,4.0
19630400,Сельские поселения Кичменгско-Городецкого муниципального района/,2014,4.0
19630400,Сельские поселения Кичменгско-Городецкого муниципального района/,2015,3.0
19630408,Городецкое,2009,4.0
19630408,Городецкое,2010,5.0
19630408,Городецкое,2013,3.0
19630408,Городецкое,2014,3.0
19630436,Плосковское1,2009,1.0
19630436,Плосковское1,2010,1.0
19630436,Плосковское1,2013,1.0
19632000,Междуреченский муниципальный район,2009,6.0
19632000,Междуреченский муниципальный район,2010,5.0
19632000,Междуреченский муниципальный район,2011,3.0
19632000,Междуреченский муниципальный район,2012,3.0
19632000,Междуреченский муниципальный район,2013,2.0
19632000,Междуреченский муниципальный район,2014,4.0
19632000,Междуреченский муниципальный район,2015,4.0
19632400,Сельские поселения Междуреченского муниципального района/,2009,6.0
19632400,Сельские поселения Междуреченского муниципального района/,2010,5.0
19632400,Сельские поселения Междуреченского муниципального района/,2013,2.0
19632400,Сельские поселения Междуреченского муниципального района/,2014,4.0
19632400,Сельские поселения Междуреченского муниципального района/,2015,4.0
19632404,Ботановское,2009,1.0
19632404,Ботановское,2010,1.0
19632404,Ботановское,2013,1.0
19632416,Ноземское,2009,1.0
19632420,Старосельское,2009,1.0
19632420,Старосельское,2010,1.0
19632424,Сухонское,2009,2.0
19632424,Сухонское,2010,2.0
19632424,Сухонское,2013,1.0
19632428,Туровецкое,2009,1.0
19632428,Туровецкое,2010,1.0
19634000,Никольский муниципальный район,2009,6.0
19634000,Никольский муниципальный район,2010,7.0
19634000,Никольский муниципальный район,2011,7.0
19634000,Никольский муниципальный район,2012,7.0
19634000,Никольский муниципальный район,2013,8.0
19634000,Никольский муниципальный район,2014,9.0
19634000,Никольский муниципальный район,2015,7.0
19634000,Никольский муниципальный район,2016,6.0
19634000,Никольский муниципальный район,2017,5.0
19634000,Никольский муниципальный район,2018,5.0
19634000,Никольский муниципальный район,2019,5.0
19634000,Никольский муниципальный район,2020,6.0
19634000,Никольский муниципальный район,2021,6.0
19634000,Никольский муниципальный район,2022,6.0
19634100,Городские поселения Никольского муниципального района/,2009,6.0
19634100,Городские поселения Никольского муниципального района/,2010,7.0
19634100,Городские поселения Никольского муниципального района/,2013,7.0
19634100,Городские поселения Никольского муниципального района/,2014,7.0
19634100,Городские поселения Никольского муниципального района/,2015,6.0
19634101,город Никольск,2009,6.0
19634101,город Никольск,2010,7.0
19634101,город Никольск,2013,7.0
19634101,город Никольск,2014,7.0
19634101,город Никольск,2015,6.0
19634101,город Никольск,2016,5.0
19634101,город Никольск,2017,4.0
19634101,город Никольск,2018,4.0
19634400,Сельские поселения Никольского муниципального района/,2013,1.0
19634428,Краснополянское,2013,1.0
19636000,Нюксенский муниципальный район,2009,1.0
19636000,Нюксенский муниципальный район,2010,1.0
19636000,Нюксенский муниципальный район,2011,2.0
19636000,Нюксенский муниципальный район,2012,1.0
19636000,Нюксенский муниципальный район,2013,1.0
19636400,Сельские поселения Нюксенского муниципального района/,2009,1.0
19636400,Сельские поселения Нюксенского муниципального района/,2010,1.0
19636400,Сельские поселения Нюксенского муниципального района/,2013,1.0
19636444,Нюксенское,2009,1.0
19636444,Нюксенское,2010,1.0
19636444,Нюксенское,2013,1.0
19638000,Сокольский муниципальный район,2009,27.0
19638000,Сокольский муниципальный район,2010,27.0
19638000,Сокольский муниципальный район,2011,25.0
19638000,Сокольский муниципальный район,2012,25.0
19638000,Сокольский муниципальный район,2013,25.0
19638000,Сокольский муниципальный район,2014,22.0
19638000,Сокольский муниципальный район,2015,19.0
19638000,Сокольский муниципальный район,2016,14.0
19638000,Сокольский муниципальный район,2017,13.0
19638000,Сокольский муниципальный район,2018,13.0
19638000,Сокольский муниципальный район,2019,14.0
19638000,Сокольский муниципальный район,2020,16.0
19638000,Сокольский муниципальный район,2021,17.0
19638000,Сокольский муниципальный район,2022,15.0
19638100,Городские поселения Сокольского муниципального района/,2009,26.0
19638100,Городские поселения Сокольского муниципального района/,2010,26.0
19638100,Городские поселения Сокольского муниципального района/,2013,25.0
19638100,Городские поселения Сокольского муниципального района/,2014,21.0
19638100,Городские поселения Сокольского муниципального района/,2015,19.0
19638101,город Сокол,2009,23.0
19638101,город Сокол,2010,22.0
19638101,город Сокол,2013,23.0
19638101,город Сокол,2014,19.0
19638101,город Сокол,2015,17.0
19638101,город Сокол,2016,12.0
19638101,город Сокол,2017,11.0
19638101,город Сокол,2018,11.0
19638104,город Кадников,2009,3.0
19638104,город Кадников,2010,4.0
19638104,город Кадников,2013,2.0
19638400,Сельские поселения Сокольского муниципального района/,2009,1.0
19638400,Сельские поселения Сокольского муниципального района/,2010,1.0
19638424,Двиницкое,2009,1.0
19638424,Двиницкое,2010,1.0
19640000,Сямженский муниципальный район,2009,8.0
19640000,Сямженский муниципальный район,2010,8.0
19640000,Сямженский муниципальный район,2011,6.0
19640000,Сямженский муниципальный район,2012,5.0
19640000,Сямженский муниципальный район,2013,6.0
19640000,Сямженский муниципальный район,2014,5.0
19640000,Сямженский муниципальный район,2015,5.0
19640000,Сямженский муниципальный район,2016,5.0
19640000,Сямженский муниципальный район,2017,3.0
19640000,Сямженский муниципальный район,2018,4.0
19640000,Сямженский муниципальный район,2019,3.0
19640000,Сямженский муниципальный район,2020,4.0
19640000,Сямженский муниципальный район,2021,4.0
19640000,Сямженский муниципальный район,2022,4.0
19640400,Сельские поселения Сямженского муниципального района/,2009,8.0
19640400,Сельские поселения Сямженского муниципального района/,2010,8.0
19640400,Сельские поселения Сямженского муниципального района/,2013,6.0
19640400,Сельские поселения Сямженского муниципального района/,2014,5.0
19640400,Сельские поселения Сямженского муниципального района/,2015,5.0
19640418,Ногинское,2009,1.0
19640418,Ногинское,2010,2.0
19640418,Ногинское,2013,2.0
19640428,Сямженское,2009,7.0
19640428,Сямженское,2010,6.0
19640428,Сямженское,2013,4.0
19640428,Сямженское,2014,3.0
19640428,Сямженское,2015,3.0
19640428,Сямженское,2016,3.0
19640428,Сямженское,2018,3.0
19642000,Тарногский муниципальный район,2009,7.0
19642000,Тарногский муниципальный район,2010,7.0
19642000,Тарногский муниципальный район,2011,5.0
19642000,Тарногский муниципальный район,2012,3.0
19642000,Тарногский муниципальный район,2013,3.0
19642000,Тарногский муниципальный район,2014,3.0
19642000,Тарногский муниципальный район,2015,3.0
19642400,Сельские поселения Тарногского муниципального района/,2009,7.0
19642400,Сельские поселения Тарногского муниципального района/,2010,7.0
19642400,Сельские поселения Тарногского муниципального района/,2013,3.0
19642400,Сельские поселения Тарногского муниципального района/,2014,3.0
19642400,Сельские поселения Тарногского муниципального района/,2015,3.0
19642412,Верховское,2009,1.0
19642412,Верховское,2010,1.0
19642420,Илезское,2009,2.0
19642420,Илезское,2010,1.0
19642420,Илезское,2013,1.0
19642428,Маркушевское,2010,1.0
19642442,Тарногское,2009,3.0
19642442,Тарногское,2010,4.0
19642442,Тарногское,2013,2.0
19642444,Шебеньгское,2009,1.0
19646000,Тотемский муниципальный район,2009,23.0
19646000,Тотемский муниципальный район,2010,20.0
19646000,Тотемский муниципальный район,2011,18.0
19646000,Тотемский муниципальный район,2012,17.0
19646000,Тотемский муниципальный район,2013,14.0
19646000,Тотемский муниципальный район,2014,14.0
19646000,Тотемский муниципальный район,2015,13.0
19646000,Тотемский муниципальный район,2016,13.0
19646000,Тотемский муниципальный район,2017,14.0
19646000,Тотемский муниципальный район,2018,14.0
19646000,Тотемский муниципальный район,2019,14.0
19646000,Тотемский муниципальный район,2020,15.0
19646000,Тотемский муниципальный район,2021,12.0
19646000,Тотемский муниципальный район,2022,12.0
19646100,Городские поселения Тотемского муниципального района/,2009,10.0
19646100,Городские поселения Тотемского муниципального района/,2010,9.0
19646100,Городские поселения Тотемского муниципального района/,2013,7.0
19646100,Городские поселения Тотемского муниципального района/,2014,7.0
19646100,Городские поселения Тотемского муниципального района/,2015,7.0
19646101,город Тотьма,2009,10.0
19646101,город Тотьма,2010,9.0
19646101,город Тотьма,2013,7.0
19646101,город Тотьма,2014,7.0
19646101,город Тотьма,2015,7.0
19646101,город Тотьма,2016,6.0
19646101,город Тотьма,2017,7.0
19646101,город Тотьма,2018,6.0
19646400,Сельские поселения Тотемского муниципального района/,2009,13.0
19646400,Сельские поселения Тотемского муниципального района/,2010,11.0
19646400,Сельские поселения Тотемского муниципального района/,2013,7.0
19646400,Сельские поселения Тотемского муниципального района/,2014,7.0
19646400,Сельские поселения Тотемского муниципального района/,2015,6.0
19646404,Великодворское,2009,2.0
19646404,Великодворское,2010,2.0
19646404,Великодворское,2013,1.0
19646412,Вожбальское,2009,1.0
19646412,Вожбальское,2010,1.0
19646412,Вожбальское,2013,1.0
19646420,Калининское,2009,1.0
19646432,Медведевское,2009,1.0
19646432,Медведевское,2010,1.0
19646436,Мосеевское,2009,2.0
19646436,Мосеевское,2010,2.0
19646436,Мосеевское,2013,1.0
19646444,Толшменское,2009,1.0
19646444,Толшменское,2010,1.0
19646444,Толшменское,2013,1.0
19646452,Пятовское,2009,5.0
19646452,Пятовское,2010,4.0
19646452,Пятовское,2013,3.0
19646452,Пятовское,2014,3.0
19646452,Пятовское,2018,3.0
19648000,Усть-Кубинский муниципальный район,2009,9.0
19648000,Усть-Кубинский муниципальный район,2010,7.0
19648000,Усть-Кубинский муниципальный район,2011,4.0
19648000,Усть-Кубинский муниципальный район,2012,3.0
19648000,Усть-Кубинский муниципальный район,2013,3.0
19648000,Усть-Кубинский муниципальный район,2014,3.0
19648400,Сельские поселения Усть-Кубинского муниципального района/,2009,9.0
19648400,Сельские поселения Усть-Кубинского муниципального района/,2010,7.0
19648400,Сельские поселения Усть-Кубинского муниципального района/,2013,3.0
19648400,Сельские поселения Усть-Кубинского муниципального района/,2014,3.0
19648424,Никольское,2009,1.0
19648424,Никольское,2010,1.0
19648424,Никольское,2013,1.0
19648432,Троицкое,2009,1.0
19648436,Устьянское,2009,7.0
19648436,Устьянское,2010,6.0
19648436,Устьянское,2013,2.0
19650000,Устюженский муниципальный район,2009,10.0
19650000,Устюженский муниципальный район,2010,9.0
19650000,Устюженский муниципальный район,2011,8.0
19650000,Устюженский муниципальный район,2012,8.0
19650000,Устюженский муниципальный район,2013,8.0
19650000,Устюженский муниципальный район,2014,7.0
19650000,Устюженский муниципальный район,2015,7.0
19650000,Устюженский муниципальный район,2016,7.0
19650000,Устюженский муниципальный район,2017,7.0
19650000,Устюженский муниципальный район,2018,5.0
19650000,Устюженский муниципальный район,2019,7.0
19650000,Устюженский муниципальный район,2020,4.0
19650000,Устюженский муниципальный район,2021,4.0
19650000,Устюженский муниципальный район,2022,5.0
19650100,Городские поселения Устюженского муниципального района/,2009,7.0
19650100,Городские поселения Устюженского муниципального района/,2010,7.0
19650100,Городские поселения Устюженского муниципального района/,2013,6.0
19650100,Городские поселения Устюженского муниципального района/,2014,5.0
19650100,Городские поселения Устюженского муниципального района/,2015,5.0
19650101,город Устюжна,2009,7.0
19650101,город Устюжна,2010,7.0
19650101,город Устюжна,2013,6.0
19650101,город Устюжна,2014,5.0
19650101,город Устюжна,2015,5.0
19650101,город Устюжна,2016,5.0
19650101,город Устюжна,2017,6.0
19650101,город Устюжна,2018,5.0
19650400,Сельские поселения Устюженского муниципального района/,2009,3.0
19650400,Сельские поселения Устюженского муниципального района/,2010,2.0
19650400,Сельские поселения Устюженского муниципального района/,2013,2.0
19650416,Мезженское,2009,1.0
19650416,Мезженское,2010,1.0
19650416,Мезженское,2013,1.0
19650444,Сошневское,2009,1.0
19650444,Сошневское,2010,1.0
19650444,Сошневское,2013,1.0
19650448,Устюженское,2009,1.0
19652000,Харовский муниципальный район,2009,10.0
19652000,Харовский муниципальный район,2010,8.0
19652000,Харовский муниципальный район,2011,6.0
19652000,Харовский муниципальный район,2012,5.0
19652000,Харовский муниципальный район,2013,3.0
19652000,Харовский муниципальный район,2014,4.0
19652000,Харовский муниципальный район,2016,3.0
19652000,Харовский муниципальный район,2020,3.0
19652100,Городские поселения Харовского муниципального района/,2009,7.0
19652100,Городские поселения Харовского муниципального района/,2010,6.0
19652100,Городские поселения Харовского муниципального района/,2013,3.0
19652100,Городские поселения Харовского муниципального района/,2014,4.0
19652101,город Харовск,2009,7.0
19652101,город Харовск,2010,6.0
19652101,город Харовск,2013,3.0
19652101,город Харовск,2014,4.0
19652101,город Харовск,2016,3.0
19652400,Сельские поселения Харовского муниципального района/,2009,3.0
19652400,Сельские поселения Харовского муниципального района/,2010,2.0
19652428,Разинское,2009,1.0
19652428,Разинское,2010,1.0
19652432,Семигороднее,2009,2.0
19652432,Семигороднее,2010,1.0
19654000,Чагодощенский муниципальный район,2009,11.0
19654000,Чагодощенский муниципальный район,2010,8.0
19654000,Чагодощенский муниципальный район,2011,6.0
19654000,Чагодощенский муниципальный район,2012,5.0
19654000,Чагодощенский муниципальный район,2013,6.0
19654000,Чагодощенский муниципальный район,2014,5.0
19654000,Чагодощенский муниципальный район,2015,3.0
19654000,Чагодощенский муниципальный район,2020,5.0
19654000,Чагодощенский муниципальный район,2021,5.0
19654000,Чагодощенский муниципальный район,2022,5.0
19654100,Городские поселения Чагодощенского муниципального района/,2009,8.0
19654100,Городские поселения Чагодощенского муниципального района/,2010,5.0
19654100,Городские поселения Чагодощенского муниципального района/,2013,5.0
19654100,Городские поселения Чагодощенского муниципального района/,2014,4.0
19654151,поселок Чагода,2009,6.0
19654151,поселок Чагода,2010,3.0
19654151,поселок Чагода,2013,2.0
19654162,поселок Сазоново,2009,2.0
19654162,поселок Сазоново,2010,2.0
19654162,поселок Сазоново,2013,3.0
19654400,Сельские поселения Чагодощенского муниципального района/,2009,3.0
19654400,Сельские поселения Чагодощенского муниципального района/,2010,3.0
19654400,Сельские поселения Чагодощенского муниципального района/,2013,1.0
19654404,Белокрестское,2009,1.0
19654412,Лукинское,2009,1.0
19654412,Лукинское,2010,1.0
19654416,Мегринское,2010,1.0
19654424,Первомайское,2009,1.0
19654424,Первомайское,2010,1.0
19654424,Первомайское,2013,1.0
19656000,Череповецкий муниципальный район,2009,16.0
19656000,Череповецкий муниципальный район,2010,19.0
19656000,Череповецкий муниципальный район,2011,21.0
19656000,Череповецкий муниципальный район,2012,19.0
19656000,Череповецкий муниципальный район,2013,21.0
19656000,Череповецкий муниципальный район,2014,22.0
19656000,Череповецкий муниципальный район,2015,20.0
19656000,Череповецкий муниципальный район,2016,14.0
19656000,Череповецкий муниципальный район,2017,12.0
19656000,Череповецкий муниципальный район,2018,12.0
19656000,Череповецкий муниципальный район,2019,11.0
19656000,Череповецкий муниципальный район,2020,12.0
19656000,Череповецкий муниципальный район,2021,10.0
19656000,Череповецкий муниципальный район,2022,11.0
19656400,Сельские поселения Череповецкого муниципального района/,2009,16.0
19656400,Сельские поселения Череповецкого муниципального района/,2010,19.0
19656400,Сельские поселения Череповецкого муниципального района/,2013,21.0
19656400,Сельские поселения Череповецкого муниципального района/,2014,22.0
19656400,Сельские поселения Череповецкого муниципального района/,2015,20.0
19656404,Абакановское,2009,1.0
19656404,Абакановское,2010,1.0
19656404,Абакановское,2013,1.0
19656432,Малечкинское,2009,2.0
19656432,Малечкинское,2010,2.0
19656432,Малечкинское,2013,3.0
19656432,Малечкинское,2014,3.0
19656450,Климовское,2009,1.0
19656450,Климовское,2010,1.0
19656450,Климовское,2013,2.0
19656452,Коротовское,2009,1.0
19656452,Коротовское,2010,1.0
19656452,Коротовское,2013,1.0
19656464,Мяксинское,2009,1.0
19656464,Мяксинское,2010,3.0
19656464,Мяксинское,2013,3.0
19656464,Мяксинское,2014,3.0
19656472,Николо-Раменское,2009,1.0
19656472,Николо-Раменское,2010,1.0
19656472,Николо-Раменское,2013,1.0
19656473,Судское,2009,1.0
19656473,Судское,2010,1.0
19656473,Судское,2013,1.0
19656477,Тоншаловское,2009,5.0
19656477,Тоншаловское,2010,6.0
19656477,Тоншаловское,2013,6.0
19656477,Тоншаловское,2014,7.0
19656477,Тоншаловское,2015,7.0
19656477,Тоншаловское,2016,5.0
19656477,Тоншаловское,2017,4.0
19656477,Тоншаловское,2018,4.0
19656488,Яргомжское,2009,3.0
19656488,Яргомжское,2010,3.0
19656488,Яргомжское,2013,3.0
19656488,Яргомжское,2014,3.0
19656488,Яргомжское,2015,3.0
19656488,Яргомжское,2016,3.0
19658000,Шекснинский муниципальный район,2009,30.0
19658000,Шекснинский муниципальный район,2010,32.0
19658000,Шекснинский муниципальный район,2011,30.0
19658000,Шекснинский муниципальный район,2012,23.0
19658000,Шекснинский муниципальный район,2013,24.0
19658000,Шекснинский муниципальный район,2014,22.0
19658000,Шекснинский муниципальный район,2015,19.0
19658000,Шекснинский муниципальный район,2016,19.0
19658000,Шекснинский муниципальный район,2017,18.0
19658000,Шекснинский муниципальный район,2018,18.0
19658000,Шекснинский муниципальный район,2019,15.0
19658000,Шекснинский муниципальный район,2020,17.0
19658000,Шекснинский муниципальный район,2021,19.0
19658000,Шекснинский муниципальный район,2022,18.0
19658100,Городские поселения Шекснинского муниципального района/,2009,22.0
19658100,Городские поселения Шекснинского муниципального района/,2010,23.0
19658100,Городские поселения Шекснинского муниципального района/,2013,16.0
19658100,Городские поселения Шекснинского муниципального района/,2014,14.0
19658100,Городские поселения Шекснинского муниципального района/,2015,13.0
19658151,поселок Шексна,2009,20.0
19658151,поселок Шексна,2010,21.0
19658151,поселок Шексна,2013,14.0
19658151,поселок Шексна,2014,13.0
19658151,поселок Шексна,2015,12.0
19658151,поселок Шексна,2016,11.0
19658151,поселок Шексна,2017,11.0
19658151,поселок Шексна,2018,10.0
19658162,Чебсарское,2009,2.0
19658162,Чебсарское,2010,2.0
19658162,Чебсарское,2013,2.0
19658400,Сельские поселения Шекснинского муниципального района/,2009,8.0
19658400,Сельские поселения Шекснинского муниципального района/,2010,9.0
19658400,Сельские поселения Шекснинского муниципального района/,2013,8.0
19658400,Сельские поселения Шекснинского муниципального района/,2014,8.0
19658400,Сельские поселения Шекснинского муниципального района/,2015,6.0
19658408,Еремеевское,2009,1.0
19658416,Железнодорожное,2009,2.0
19658416,Железнодорожное,2010,3.0
19658416,Железнодорожное,2013,2.0
19658428,Никольское,2009,1.0
19658428,Никольское,2010,1.0
19658428,Никольское,2013,1.0
19658430,Нифантовское,2009,2.0
19658430,Нифантовское,2010,2.0
19658430,Нифантовское,2013,2.0
19658436,Сиземское,2010,1.0
19658436,Сиземское,2013,1.0
19658452,Чуровское,2009,2.0
19658452,Чуровское,2010,2.0
19658452,Чуровское,2013,2.0
19658452,Чуровское,2018,3.0
19701000,город Вологда,2009,179.0
19701000,город Вологда,2010,180.0
19701000,город Вологда,2011,165.0
19701000,город Вологда,2012,158.0
19701000,город Вологда,2013,144.0
19701000,город Вологда,2014,141.0
19701000,город Вологда,2015,132.0
19701000,город Вологда,2016,111.0
19701000,город Вологда,2017,107.0
19701000,город Вологда,2018,113.0
19701000,город Вологда,2019,107.0
19701000,город Вологда,2020,121.0
19701000,город Вологда,2021,117.0
19701000,город Вологда,2022,112.0
19730000,город Череповец,2009,131.0
19730000,город Череповец,2010,117.0
19730000,город Череповец,2011,108.0
19730000,город Череповец,2012,107.0
19730000,город Череповец,2013,109.0
19730000,город Череповец,2014,103.0
19730000,город Череповец,2015,101.0
19730000,город Череповец,2016,90.0
19730000,город Череповец,2017,82.0
19730000,город Череповец,2018,82.0
19730000,город Череповец,2019,88.0
19730000,город Череповец,2020,100.0
19730000,город Череповец,2021,94.0
19730000,город Череповец,2022,91.0
20602000,Аннинский муниципальный район,2009,26.0
20602000,Аннинский муниципальный район,2010,21.0
20602000,Аннинский муниципальный район,2011,19.0
20602000,Аннинский муниципальный район,2012,16.0
20602000,Аннинский муниципальный район,2013,21.0
20602000,Аннинский муниципальный район,2014,21.0
20602000,Аннинский муниципальный район,2015,22.0
20602000,Аннинский муниципальный район,2016,20.0
20602000,Аннинский муниципальный район,2017,17.0
20602000,Аннинский муниципальный район,2018,20.0
20602000,Аннинский муниципальный район,2019,21.0
20602000,Аннинский муниципальный район,2020,22.0
20602000,Аннинский муниципальный район,2021,19.0
20602000,Аннинский муниципальный район,2022,16.0
20602151,Аннинское,2009,8.0
20602151,Аннинское,2010,5.0
20602151,Аннинское,2011,6.0
20602151,Аннинское,2012,2.0
20602412,Архангельское,2009,1.0
20602412,Архангельское,2010,1.0
20602412,Архангельское,2011,1.0
20602412,Архангельское,2012,1.0
20602416,Берёзовское,2009,1.0
20602416,Берёзовское,2010,1.0
20602416,Берёзовское,2011,1.0
20602416,Берёзовское,2012,1.0
20602420,Бродовское,2009,1.0
20602420,Бродовское,2010,1.0
20602420,Бродовское,2011,1.0
20602420,Бродовское,2012,1.0
20602422,Васильевское,2009,2.0
20602422,Васильевское,2010,1.0
20602422,Васильевское,2011,1.0
20602422,Васильевское,2012,1.0
20602424,Верхнетойденское,2009,2.0
20602424,Верхнетойденское,2010,2.0
20602424,Верхнетойденское,2011,1.0
20602424,Верхнетойденское,2012,1.0
20602440,Нащёкинское,2009,1.0
20602440,Нащёкинское,2010,1.0
20602440,Нащёкинское,2011,1.0
20602440,Нащёкинское,2012,1.0
20602444,Николаевское,2009,1.0
20602444,Николаевское,2010,1.0
20602444,Николаевское,2011,2.0
20602444,Николаевское,2012,2.0
20602452,Новожизненское,2009,1.0
20602452,Новожизненское,2010,1.0
20602456,Новокурлакское,2009,3.0
20602456,Новокурлакское,2010,3.0
20602456,Новокурлакское,2011,2.0
20602456,Новокурлакское,2012,2.0
20602464,Пугачёвское,2009,1.0
20602464,Пугачёвское,2010,1.0
20602464,Пугачёвское,2011,1.0
20602464,Пугачёвское,2012,1.0
20602468,Рамоньское,2009,1.0
20602472,Рубашевское,2009,1.0
20602472,Рубашевское,2010,1.0
20602476,Садовское,2009,2.0
20602476,Садовское,2010,2.0
20602476,Садовское,2011,2.0
20602476,Садовское,2012,2.0
20602488,Хлебородненское,2012,1.0
20604000,Бобровский муниципальный район,2009,23.0
20604000,Бобровский муниципальный район,2010,23.0
20604000,Бобровский муниципальный район,2011,23.0
20604000,Бобровский муниципальный район,2012,21.0
20604000,Бобровский муниципальный район,2013,23.0
20604000,Бобровский муниципальный район,2014,23.0
20604000,Бобровский муниципальный район,2015,22.0
20604000,Бобровский муниципальный район,2016,20.0
20604000,Бобровский муниципальный район,2017,17.0
20604000,Бобровский муниципальный район,2018,20.0
20604000,Бобровский муниципальный район,2019,22.0
20604000,Бобровский муниципальный район,2020,23.0
20604000,Бобровский муниципальный район,2021,22.0
20604000,Бобровский муниципальный район,2022,20.0
20604101,город Бобров,2009,16.0
20604101,город Бобров,2010,17.0
20604101,город Бобров,2011,15.0
20604101,город Бобров,2012,12.0
20604436,Семёно-Александровское,2009,1.0
20604436,Семёно-Александровское,2010,1.0
20604436,Семёно-Александровское,2011,1.0
20604436,Семёно-Александровское,2012,1.0
20604438,Слободское,2009,2.0
20604438,Слободское,2010,2.0
20604438,Слободское,2011,3.0
20604438,Слободское,2012,3.0
20604440,Сухо-Берёзовское,2009,1.0
20604444,Тройнянское,2009,1.0
20604444,Тройнянское,2010,1.0
20604444,Тройнянское,2011,1.0
20604444,Тройнянское,2012,1.0
20604452,Чесменское,2012,1.0
20604456,Шестаковское,2011,1.0
20604456,Шестаковское,2012,1.0
20604464,Юдановское,2009,1.0
20604464,Юдановское,2010,1.0
20604464,Юдановское,2011,1.0
20604464,Юдановское,2012,1.0
20604468,Ясенковское,2009,1.0
20604468,Ясенковское,2010,1.0
20604468,Ясенковское,2011,1.0
20604468,Ясенковское,2012,1.0
20605000,Богучарский муниципальный район,2009,14.0
20605000,Богучарский муниципальный район,2010,11.0
20605000,Богучарский муниципальный район,2011,8.0
20605000,Богучарский муниципальный район,2012,9.0
20605000,Богучарский муниципальный район,2013,8.0
20605000,Богучарский муниципальный район,2014,10.0
20605000,Богучарский муниципальный район,2015,11.0
20605000,Богучарский муниципальный район,2016,8.0
20605000,Богучарский муниципальный район,2017,7.0
20605000,Богучарский муниципальный район,2018,11.0
20605000,Богучарский муниципальный район,2019,10.0
20605000,Богучарский муниципальный район,2020,10.0
20605000,Богучарский муниципальный район,2021,9.0
20605000,Богучарский муниципальный район,2022,8.0
20605101,город Богучар,2009,4.0
20605101,город Богучар,2010,4.0
20605101,город Богучар,2011,3.0
20605101,город Богучар,2012,4.0
20605408,Залиманское,2009,2.0
20605408,Залиманское,2010,1.0
20605408,Залиманское,2011,1.0
20605408,Залиманское,2012,1.0
20605416,Луговское,2009,1.0
20605416,Луговское,2010,1.0
20605416,Луговское,2011,1.0
20605416,Луговское,2012,1.0
20605436,Поповское,2009,1.0
20605436,Поповское,2010,1.0
20605436,Поповское,2011,1.0
20605436,Поповское,2012,1.0
20605440,Радченское,2009,1.0
20605440,Радченское,2010,1.0
20605444,Суходонецкое,2009,2.0
20605444,Суходонецкое,2010,1.0
20605444,Суходонецкое,2011,1.0
20605444,Суходонецкое,2012,1.0
20605448,Твердохлебовское,2009,1.0
20605452,Филоновское,2009,2.0
20605452,Филоновское,2010,2.0
20605452,Филоновское,2011,1.0
20605452,Филоновское,2012,1.0
20608000,Бутурлиновский муниципальный район,2009,25.0
20608000,Бутурлиновский муниципальный район,2010,25.0
20608000,Бутурлиновский муниципальный район,2011,19.0
20608000,Бутурлиновский муниципальный район,2012,20.0
20608000,Бутурлиновский муниципальный район,2013,18.0
20608000,Бутурлиновский муниципальный район,2014,18.0
20608000,Бутурлиновский муниципальный район,2015,17.0
20608000,Бутурлиновский муниципальный район,2016,16.0
20608000,Бутурлиновский муниципальный район,2017,14.0
20608000,Бутурлиновский муниципальный район,2018,15.0
20608000,Бутурлиновский муниципальный район,2019,14.0
20608000,Бутурлиновский муниципальный район,2020,14.0
20608000,Бутурлиновский муниципальный район,2021,16.0
20608000,Бутурлиновский муниципальный район,2022,14.0
20608101,Бутурлиновское,2009,18.0
20608101,Бутурлиновское,2010,18.0
20608101,Бутурлиновское,2011,13.0
20608101,Бутурлиновское,2012,14.0
20608160,Нижнекисляйское,2009,3.0
20608160,Нижнекисляйское,2010,3.0
20608160,Нижнекисляйское,2011,4.0
20608160,Нижнекисляйское,2012,4.0
