oktmo,name,year,theatres
14642424,Засосенское,2010,0.0
14642424,Засосенское,2011,0.0
14642424,Засосенское,2012,0.0
14642428,Калиновское,2009,0.0
14642428,Калиновское,2010,0.0
14642428,Калиновское,2012,0.0
14642428,Калиновское,2013,0.0
14642428,Калиновское,2014,0.0
14642436,Ливенское,2009,0.0
14642436,Ливенское,2010,0.0
14642436,Ливенское,2011,0.0
14642436,Ливенское,2012,0.0
14642436,Ливенское,2013,0.0
14642444,Никитовское,2009,0.0
14642444,Никитовское,2010,0.0
14642444,Никитовское,2011,0.0
14642444,Никитовское,2012,0.0
14642448,Новохуторное,2009,0.0
14642448,Новохуторное,2010,0.0
14642448,Новохуторное,2011,0.0
14642452,Палатовское,2009,0.0
14642452,Палатовское,2010,0.0
14642452,Палатовское,2011,0.0
14642452,Палатовское,2012,0.0
14642452,Палатовское,2014,0.0
14642456,Стрелецкое,2009,0.0
14642456,Стрелецкое,2010,0.0
14642456,Стрелецкое,2012,0.0
14642460,Утянское,2009,0.0
14642460,Утянское,2010,0.0
14642460,Утянское,2012,0.0
14643000,Краснояружский муниципальный район,2009,0.0
14643000,Краснояружский муниципальный район,2011,0.0
14643000,Краснояружский муниципальный район,2012,0.0
14643151,поселок Красная Яруга,2009,0.0
14643151,поселок Красная Яруга,2011,0.0
14643151,поселок Красная Яруга,2012,0.0
14643405,Вязовское,2009,0.0
14643405,Вязовское,2011,0.0
14643405,Вязовское,2012,0.0
14643405,Вязовское,2014,0.0
14643410,Графовское,2009,0.0
14643410,Графовское,2011,0.0
14643410,Графовское,2012,0.0
14643410,Графовское,2014,0.0
14643415,Илек-Пеньковское,2009,0.0
14643415,Илек-Пеньковское,2011,0.0
14643415,Илек-Пеньковское,2012,0.0
14643415,Илек-Пеньковское,2014,0.0
14643418,Колотиловское,2009,0.0
14643418,Колотиловское,2011,0.0
14643418,Колотиловское,2012,0.0
14643430,Репяховское,2009,0.0
14643430,Репяховское,2011,0.0
14643430,Репяховское,2012,0.0
14643435,Сергиевское,2009,0.0
14643435,Сергиевское,2011,0.0
14643435,Сергиевское,2012,0.0
14643440,Теребренское,2009,0.0
14643440,Теребренское,2011,0.0
14643440,Теребренское,2012,0.0
14644000,Новооскольский муниципальный район,2010,0.0
14646000,Прохоровский муниципальный район,2009,0.0
14646000,Прохоровский муниципальный район,2010,0.0
14646000,Прохоровский муниципальный район,2011,0.0
14646000,Прохоровский муниципальный район,2012,0.0
14646151,поселок Прохоровка,2011,0.0
14646408,Береговское,2011,0.0
14646436,Лучковское,2011,0.0
14648000,Ракитянский муниципальный район,2010,0.0
14648000,Ракитянский муниципальный район,2011,0.0
14648151,поселок Ракитное,2010,0.0
14648151,поселок Ракитное,2011,0.0
14648170,поселок Пролетарский,2010,0.0
14648170,поселок Пролетарский,2011,0.0
14648404,Бобравское,2010,0.0
14648404,Бобравское,2011,0.0
14648410,Введено-Готнянское,2010,0.0
14648410,Введено-Готнянское,2011,0.0
14648412,Венгеровское,2010,0.0
14648412,Венгеровское,2011,0.0
14648414,Вышнепенское,2010,0.0
14648414,Вышнепенское,2011,0.0
14648428,Дмитриевское,2010,0.0
14648428,Дмитриевское,2011,0.0
14648432,Зинаидинское,2010,0.0
14648432,Зинаидинское,2011,0.0
14648436,Илек-Кошарское,2010,0.0
14648436,Илек-Кошарское,2011,0.0
14648448,Нижнепенское,2010,0.0
14648448,Нижнепенское,2011,0.0
14648471,Центральное,2010,0.0
14648471,Центральное,2011,0.0
14648472,Солдатское,2010,0.0
14648472,Солдатское,2011,0.0
14648480,Трефиловское,2010,0.0
14648480,Трефиловское,2011,0.0
14650000,Ровеньский муниципальный район,2009,0.0
14650000,Ровеньский муниципальный район,2010,0.0
14650000,Ровеньский муниципальный район,2011,0.0
14650000,Ровеньский муниципальный район,2012,0.0
14650151,поселок Ровеньки,2011,0.0
14650151,поселок Ровеньки,2012,0.0
14650404,Айдарское,2011,0.0
14650404,Айдарское,2012,0.0
14650408,Верхнесеребрянское,2011,0.0
14650408,Верхнесеребрянское,2012,0.0
14650412,Ладомировское,2011,0.0
14650412,Ладомировское,2012,0.0
14650416,Лознянское,2011,0.0
14650416,Лознянское,2012,0.0
14650420,Лозовское,2011,0.0
14650420,Лозовское,2012,0.0
14650424,Наголенское,2011,0.0
14650424,Наголенское,2012,0.0
14650428,Нагорьевское,2011,0.0
14650428,Нагорьевское,2012,0.0
14650432,Новоалександровское,2011,0.0
14650432,Новоалександровское,2012,0.0
14650436,Ржевское,2011,0.0
14650436,Ржевское,2012,0.0
14650439,Свистовское,2011,0.0
14650439,Свистовское,2012,0.0
14650448,Харьковское,2011,0.0
14650448,Харьковское,2012,0.0
14652000,Город Старый Оскол и Старооскольский муниципальный район,2007,1.0
14652101,Город Старый Оскол,2007,1.0
14654000,Чернянский муниципальный район,2009,0.0
14654000,Чернянский муниципальный район,2010,0.0
14654151,поселок Чернянка,2009,0.0
14654404,Андреевское,2009,0.0
14654407,Большанское,2009,0.0
14654412,Волоконовское,2009,0.0
14654416,Волотовское,2009,0.0
14654424,Ездоченское,2009,0.0
14654428,Кочегуренское,2009,0.0
14654432,Лозновское,2009,0.0
14654436,Лубянское,2009,0.0
14654440,Малотроицкое,2009,0.0
14654444,Новореченское,2009,0.0
14654448,Огибнянское,2009,0.0
14654452,Ольшанское,2009,0.0
14654456,Орликовское,2009,0.0
14654460,Прилепенское,2009,0.0
14654464,Русскохаланское,2009,0.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2009,0.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2011,0.0
14656000,Муниципальный район Шебекинский район и город Шебекино,2012,0.0
14656101,город Шебекино,2011,0.0
14656101,город Шебекино,2012,0.0
14656408,Белоколодезянское,2011,0.0
14656408,Белоколодезянское,2012,0.0
14656412,Белянское,2009,0.0
14656412,Белянское,2011,0.0
14656416,Бершаковское,2011,0.0
14656420,Большегородищенское,2009,0.0
14656420,Большегородищенское,2011,0.0
14656420,Большегородищенское,2012,0.0
14656424,Большетроицкое,2009,0.0
14656424,Большетроицкое,2011,0.0
14656436,Вознесеновское,2009,0.0
14656436,Вознесеновское,2011,0.0
14656440,Графовское,2009,0.0
14656440,Графовское,2011,0.0
14656456,Купинское,2011,0.0
14656456,Купинское,2012,0.0
14656460,Максимовское,2009,0.0
14656460,Максимовское,2011,0.0
14656460,Максимовское,2012,0.0
14656462,Масловопристанское,2009,0.0
14656462,Масловопристанское,2011,0.0
14656472,Муромское,2009,0.0
14656472,Муромское,2011,0.0
14656480,Новотаволжанское,2009,0.0
14656480,Новотаволжанское,2011,0.0
14656484,Первоцепляевское,2009,0.0
14656484,Первоцепляевское,2011,0.0
14656484,Первоцепляевское,2012,0.0
14656496,Чураевское,2011,0.0
14656496,Чураевское,2012,0.0
14658000,Яковлевский муниципальный район,2009,0.0
14658000,Яковлевский муниципальный район,2010,0.0
14658000,Яковлевский муниципальный район,2011,0.0
14658000,Яковлевский муниципальный район,2012,0.0
14658101,город Строитель,2011,0.0
14658101,город Строитель,2012,0.0
14658160,поселок Томаровка,2011,0.0
14658160,поселок Томаровка,2012,0.0
14658170,поселок Яковлево,2011,0.0
14658170,поселок Яковлево,2012,0.0
14658404,Алексеевское,2011,0.0
14658404,Алексеевское,2012,0.0
14658408,Бутовское,2011,0.0
14658408,Бутовское,2012,0.0
14658412,Быковское,2011,0.0
14658412,Быковское,2012,0.0
14658416,Гостищевское,2011,0.0
14658416,Гостищевское,2012,0.0
14658420,Дмитриевское,2011,0.0
14658420,Дмитриевское,2012,0.0
14658428,Завидовское,2011,0.0
14658428,Завидовское,2012,0.0
14658432,Казацкое,2011,0.0
14658432,Казацкое,2012,0.0
14658436,Кривцовское,2011,0.0
14658436,Кривцовское,2012,0.0
14658440,Кустовское,2011,0.0
14658440,Кустовское,2012,0.0
14658444,Мощенское,2011,0.0
14658444,Мощенское,2012,0.0
14658446,Саженское,2012,0.0
14658448,Смородинское,2012,0.0
14658456,Стрелецкое,2011,0.0
14658456,Стрелецкое,2012,0.0
14658460,Терновское,2011,0.0
14658460,Терновское,2012,0.0
14701000,город Белгород,2007,2.0
14701000,город Белгород,2008,2.0
14701000,город Белгород,2009,2.0
14701000,город Белгород,2010,2.0
14701000,город Белгород,2011,2.0
14701000,город Белгород,2012,2.0
14701000,город Белгород,2013,2.0
14701000,город Белгород,2014,2.0
14701000,город Белгород,2015,2.0
14701000,город Белгород,2016,2.0
14701000,город Белгород,2017,2.0
14730000,Губкинский,2008,1.0
14730000,Губкинский,2009,1.0
14730000,Губкинский,2012,1.0
14730000,Губкинский,2013,1.0
14730000,Губкинский,2014,1.0
14730000,Губкинский,2015,1.0
14730000,Губкинский,2016,1.0
14730000,Губкинский,2017,1.0
14740000,Старооскольский,2008,1.0
14740000,Старооскольский,2009,1.0
14740000,Старооскольский,2010,1.0
14740000,Старооскольский,2011,1.0
14740000,Старооскольский,2012,1.0
14740000,Старооскольский,2013,1.0
14740000,Старооскольский,2014,1.0
14740000,Старооскольский,2015,1.0
14740000,Старооскольский,2016,1.0
14740000,Старооскольский,2017,1.0
15650000,Стародубский муниципальный район,2011,0.0
15701000,город Брянск,2007,3.0
15701000,город Брянск,2008,3.0
15701000,город Брянск,2009,3.0
15701000,город Брянск,2010,3.0
15701000,город Брянск,2011,3.0
15701000,город Брянск,2012,3.0
15701000,город Брянск,2013,3.0
15701000,город Брянск,2014,3.0
15701000,город Брянск,2015,2.0
15701000,город Брянск,2016,2.0
15701000,город Брянск,2017,2.0
15720000,Новозыбковский,2011,0.0
17605000,Александровский муниципальный район,2007,1.0
17605000,Александровский муниципальный район,2008,1.0
17605000,Александровский муниципальный район,2009,1.0
17605000,Александровский муниципальный район,2010,1.0
17605000,Александровский муниципальный район,2011,1.0
17605000,Александровский муниципальный район,2012,1.0
17605000,Александровский муниципальный район,2013,1.0
17605000,Александровский муниципальный район,2014,1.0
17605000,Александровский муниципальный район,2015,1.0
17605000,Александровский муниципальный район,2016,1.0
17605000,Александровский муниципальный район,2017,1.0
17605101,город Александров,2007,1.0
17605101,город Александров,2008,1.0
17605101,город Александров,2009,1.0
17605101,город Александров,2010,1.0
17605101,город Александров,2011,1.0
17605101,город Александров,2012,1.0
17605101,город Александров,2013,1.0
17605101,город Александров,2014,1.0
17605101,город Александров,2015,1.0
17605101,город Александров,2016,1.0
17605101,город Александров,2017,1.0
17625101,город Камешково,2012,0.0
17635000,Ковровский муниципальный район,2011,0.0
17635173,поселок Мелехово,2011,0.0
17646101,город Петушки,2012,0.0
17648416,Малышевское,2012,0.0
17654000,Суздальский муниципальный район,2011,0.0
17656000,Юрьев-Польский муниципальный район,2010,0.0
17656101,город Юрьев-Польский,2010,0.0
17656416,Красносельское,2010,0.0
17656432,Небыловское,2010,0.0
17656448,Симское,2010,0.0
17701000,город Владимир,2007,3.0
17701000,город Владимир,2008,2.0
17701000,город Владимир,2009,3.0
17701000,город Владимир,2010,2.0
17701000,город Владимир,2011,2.0
17701000,город Владимир,2012,2.0
17701000,город Владимир,2013,2.0
17701000,город Владимир,2014,2.0
17701000,город Владимир,2015,2.0
17701000,город Владимир,2016,2.0
17701000,город Владимир,2017,3.0
17725000,город Ковров,2008,0.0
18602000,Алексеевский муниципальный район,2007,0.0
18602000,Алексеевский муниципальный район,2017,0.0
18602405,Алексеевское,2007,0.0
18602408,Аржановское,2007,0.0
18602410,Большебабинское,2007,0.0
18602412,Краснооктябрьское,2007,0.0
18602416,Ларинское,2007,0.0
18602420,Поклоновское,2007,0.0
18602424,Шарашенское,2007,0.0
18602428,Рябовское,2007,0.0
18602432,Самолшинское,2007,0.0
18602432,Самолшинское,2017,0.0
18602436,Солонцовское,2007,0.0
18602440,Стеженское,2007,0.0
18602444,Реченское,2007,0.0
18602452,Трехложинское,2007,0.0
18602456,Усть-Бузулукское,2007,0.0
18602470,Яминское,2007,0.0
18604000,Быковский муниципальный район,2007,0.0
18604151,Быковское,2007,0.0
18604151,Быковское,2012,0.0
18604151,Быковское,2015,0.0
18604151,Быковское,2016,0.0
18604151,Быковское,2017,0.0
18604404,Александровское,2007,0.0
18604408,Верхнебалыклейское,2007,0.0
18604410,Демидовское,2007,0.0
18604411,Зеленовское,2007,0.0
18604412,Кисловское,2007,0.0
18604416,Красносельцевское,2007,0.0
18604416,Красносельцевское,2016,0.0
18604416,Красносельцевское,2017,0.0
18604420,Луговопролейское,2007,0.0
18604424,Новоникольское,2007,0.0
18604426,Побединское,2007,0.0
18604427,Приморское,2007,0.0
18604428,Садовское,2007,0.0
18604432,Солдатско-Степновское,2007,0.0
18604436,Урало-Ахтубинское,2007,0.0
18604436,Урало-Ахтубинское,2015,0.0
18604436,Урало-Ахтубинское,2016,0.0
18604436,Урало-Ахтубинское,2017,0.0
18605000,Городищенский муниципальный район,2007,0.0
18605000,Городищенский муниципальный район,2015,0.0
18605000,Городищенский муниципальный район,2016,0.0
18605000,Городищенский муниципальный район,2017,0.0
18605151,Городищенское,2007,0.0
18605153,Ерзовское,2007,0.0
18605153,Ерзовское,2015,0.0
18605153,Ерзовское,2016,0.0
18605153,Ерзовское,2017,0.0
18605156,Новорогачинское,2007,0.0
18605405,Вертячинское,2007,0.0
18605407,Грачевское,2007,0.0
18605413,Каменское,2007,0.0
18605415,Карповское,2007,0.0
18605418,Котлубанское,2007,0.0
18605419,Краснопахаревское,2007,0.0
18605421,Кузьмичевское,2007,0.0
18605424,Новожизненское,2007,0.0
18605426,Новонадеждинское,2007,0.0
18605429,Орловское,2007,0.0
18605432,Паньшинское,2007,0.0
18605433,Песковатское,2007,0.0
18605435,Россошенское,2007,0.0
18605438,Самофаловское,2007,0.0
18605445,Царицынское,2007,0.0
18606000,Даниловский муниципальный район,2007,0.0
18606151,Даниловское,2007,0.0
18606404,Атамановское,2007,0.0
18606408,Белопрудское,2007,0.0
18606412,Березовское,2007,0.0
18606414,Краснинское,2007,0.0
18606416,Лобойковское,2007,0.0
18606420,Миусовское,2007,0.0
18606428,Ореховское,2007,0.0
18606432,Островское,2007,0.0
18606436,Плотниковское,2007,0.0
18606440,Профсоюзнинское,2007,0.0
18606444,Сергиевское,2007,0.0
18608000,Дубовский муниципальный район,2007,0.0
18608101,город Дубовка,2007,0.0
18608404,Горнобалыклейское,2007,0.0
18608408,Горноводяновское,2007,0.0
18608412,Горнопролейское,2007,0.0
18608416,Давыдовское,2007,0.0
18608432,Лозновское,2007,0.0
18608432,Лозновское,2016,0.0
18608432,Лозновское,2017,0.0
18608434,Малоивановское,2007,0.0
18608436,Оленьевское,2007,0.0
18608440,Песковатское,2007,0.0
18608444,Пичужинское,2007,0.0
18608448,Прямобалкинское,2007,0.0
18608452,Стрельношироковское,2007,0.0
18608456,Суводское,2007,0.0
18608460,Усть-Погожинское,2007,0.0
18610000,Еланский муниципальный район,2007,0.0
18610000,Еланский муниципальный район,2017,0.0
18610151,Еланское,2007,0.0
18610402,Алявское,2007,0.0
18610404,Березовское,2007,0.0
18610408,Большевистское,2007,0.0
18610412,Большеморецкое,2007,0.0
18610416,Вязовское,2007,0.0
18610420,Дубовское,2007,0.0
18610424,Журавское,2007,0.0
18610428,Ивановское,2007,0.0
18610432,Краишевское,2007,0.0
18610438,Рассветовское,2007,0.0
18610440,Родинское,2007,0.0
18610444,Таловское,2007,0.0
18610448,Терновское,2007,0.0
18610452,Терсинское,2007,0.0
18610456,Тростянское,2007,0.0
18610460,Морецкое,2007,0.0
18612000,Жирновский муниципальный район,2007,0.0
18612000,Жирновский муниципальный район,2015,0.0
18612000,Жирновский муниципальный район,2016,0.0
18612000,Жирновский муниципальный район,2017,0.0
18612101,Жирновское,2007,0.0
18612101,Жирновское,2013,0.0
18612101,Жирновское,2014,0.0
18612101,Жирновское,2015,0.0
18612101,Жирновское,2016,0.0
18612101,Жирновское,2017,0.0
18612157,Красноярское,2007,0.0
18612162,Линевское,2007,0.0
18612173,Медведицкое,2007,0.0
18612404,Александровское,2007,0.0
18612404,Александровское,2013,0.0
18612408,Алешниковское,2007,0.0
18612410,Бородачевское,2007,0.0
18612412,Верхнедобринское,2007,0.0
18612416,Кленовское,2007,0.0
18612420,Медведицкое,2007,0.0
18612424,Тарапатинское,2007,0.0
18612426,Меловатское,2007,0.0
18612428,Нижнедобринское,2007,0.0
18612429,Новинское,2007,0.0
18612432,Тетеревятское,2007,0.0
18614000,Иловлинский муниципальный район,2007,0.0
18614151,Иловлинское,2007,0.0
18614157,Логовское,2007,0.0
18614404,Авиловское,2007,0.0
18614408,Александровское,2007,0.0
18614412,Большеивановское,2007,0.0
18614416,Качалинское,2007,0.0
18614420,Кондрашовское,2007,0.0
18614424,Краснодонское,2007,0.0
18614428,Медведевское,2007,0.0
18614432,Новогригорьевское,2007,0.0
18614436,Озерское,2007,0.0
18614444,Сиротинское,2007,0.0
18614448,Трехостровское,2007,0.0
18614456,Ширяевское,2007,0.0
18616000,Калачевский муниципальный район,2007,0.0
18616000,Калачевский муниципальный район,2016,0.0
18616101,Калачевское,2007,0.0
18616101,Калачевское,2017,0.0
18616404,Бузиновское,2007,0.0
18616412,Голубинское,2007,0.0
18616414,Зарянское,2007,0.0
18616416,Ильевское,2007,0.0
18616420,Крепинское,2007,0.0
18616424,Логовское,2007,0.0
18616428,Ляпичевское,2007,0.0
18616430,Мариновское,2007,0.0
18616432,Советское,2007,0.0
18616444,Береславское,2007,0.0
18616446,Приморское,2007,0.0
18616450,Пятиизбянское,2007,0.0
18618000,Камышинский муниципальный район,2007,0.0
18618103,Петров Вал,2007,0.0
18618404,Антиповское,2007,0.0
18618406,Белогорское,2007,0.0
18618408,Верхнедобринское,2007,0.0
18618412,Воднобуерачное,2007,0.0
18618414,Гуселское,2007,0.0
18618418,Костаревское,2007,0.0
18618420,Лебяженское,2007,0.0
18618422,Мичуринское,2007,0.0
18618424,Нижнедобринское,2007,0.0
18618428,Петрунинское,2007,0.0
18618430,Саломатинское,2007,0.0
18618432,Семеновское,2007,0.0
18618436,Сестренское,2007,0.0
18618444,Таловское,2007,0.0
18618448,Терновское,2007,0.0
18618452,Уметовское,2007,0.0
18618456,Усть-Грязнухинское,2007,0.0
18618460,Чухонастовское,2007,0.0
18620000,Киквидзенский муниципальный район,2007,0.0
18620404,Александровское,2007,0.0
18620408,Гришинское,2007,0.0
18620412,Завязенское,2007,0.0
18620416,Ежовское,2007,0.0
18620420,Калачевское,2007,0.0
18620424,Калиновское,2007,0.0
18620428,Мачешанское,2007,0.0
18620434,Озеркинское,2007,0.0
18620435,Преображенское,2007,0.0
18620435,Преображенское,2016,0.0
18620435,Преображенское,2017,0.0
18620436,Дубровское,2007,0.0
18620440,Чернореченское,2007,0.0
18622000,Клетский муниципальный район,2007,0.0
18622404,Верхнебузиновское,2007,0.0
18622408,Верхнечеренское,2007,0.0
18622412,Захаровское,2007,0.0
18622416,Калмыковское,2007,0.0
18622418,Клетское,2007,0.0
18622420,Кременское,2007,0.0
18622424,Манойлинское,2007,0.0
18622428,Перекопское,2007,0.0
18622432,Перелазовское,2007,0.0
18622436,Распопинское,2007,0.0
18624000,Котельниковский муниципальный район,2007,0.0
18624101,Котельниковское,2007,0.0
18624404,Верхнекурмоярское,2007,0.0
18624412,Выпасновское,2007,0.0
18624416,Генераловское,2007,0.0
18624420,Захаровское,2007,0.0
18624424,Котельниковское,2007,0.0
18624428,Красноярское,2007,0.0
18624432,Майоровское,2007,0.0
18624436,Нагавское,2007,0.0
18624440,Наголенское,2007,0.0
18624442,Нижнеяблочное,2007,0.0
18624444,Пимено-Чернянское,2007,0.0
18624445,Попереченское,2007,0.0
18624446,Пугачевское,2007,0.0
18624448,Семиченское,2007,0.0
18624452,Чилековское,2007,0.0
18626000,Котовский муниципальный район,2007,0.0
18626101,город Котово,2007,0.0
18626404,Бурлукское,2007,0.0
18626408,Коростинское,2007,0.0
18626412,Купцовское,2007,0.0
18626416,Лапшинское,2007,0.0
18626420,Мирошниковское,2007,0.0
18626424,Моисеевское,2007,0.0
18626428,Мокроольховское,2007,0.0
18626440,Попковское,2007,0.0
18630000,Ленинский муниципальный район,2007,0.0
18630101,город Ленинск,2007,0.0
18630402,Бахтияровское,2007,0.0
18630404,Заплавненское,2007,0.0
18630408,Степновское,2007,0.0
18630412,Каршевитское,2007,0.0
18630416,Колобовское,2007,0.0
18630420,Рассветинское,2007,0.0
18630422,Коммунаровское,2007,0.0
18630424,Маляевское,2007,0.0
18630426,Маякское,2007,0.0
18630428,Покровское,2007,0.0
18630432,Ильичевское,2007,0.0
18630436,Царевское,2007,0.0
18630436,Царевское,2016,0.0
18632000,Михайловский муниципальный район,2007,0.0
18632404,Арчединское,2007,0.0
18632408,Безымянское,2007,0.0
18632412,Большовское,2007,0.0
18632416,Етеревское,2007,0.0
18632420,Карагичевское,2007,0.0
18632424,Катасоновское,2007,0.0
18632428,Октябрьское,2007,0.0
18632432,Отрадненское,2007,0.0
18632434,Раздорское,2007,0.0
18632436,Раковское,2007,0.0
18632440,Сенновское,2007,0.0
18632444,Сидорское,2007,0.0
18632448,Совхозное,2007,0.0
18632452,Троицкое,2007,0.0
18634000,Нехаевский муниципальный район,2007,0.0
18634404,Верхнереченское,2007,0.0
18634408,Динамовское,2007,0.0
18634412,Захоперское,2007,0.0
18634416,Краснопольское,2007,0.0
18634420,Кругловское,2007,0.0
18634424,Луковское,2007,0.0
18634426,Нехаевское,2007,0.0
18634428,Нижнедолговское,2007,0.0
18634432,Родничковское,2007,0.0
18634440,Солонское,2007,0.0
18634444,Тишанское,2007,0.0
18634448,Упорниковское,2007,0.0
18634452,Успенское,2007,0.0
18636000,Николаевский муниципальный район,2007,0.0
18636101,город Николаевск,2007,0.0
18636404,Барановское,2007,0.0
18636408,Бережновское,2007,0.0
18636412,Ильичевское,2007,0.0
18636414,Комсомольское .,2007,0.0
18636416,Левчуновское,2007,0.0
18636420,Ленинское,2007,0.0
18636422,Новобытовское,2007,0.0
18636423,Очкуровское,2007,0.0
18636424,Политотдельское,2007,0.0
18636428,Совхозское,2007,0.0
18636432,Солодушинское,2007,0.0
18636436,Степновское,2007,0.0
18638000,Новоаннинский муниципальный район,2007,0.0
18638101,город Новоаннинский,2007,0.0
18638404,Амовское,2007,0.0
18638408,Березовское,2007,0.0
18638412,Бочаровское,2007,0.0
18638416,Галушкинское,2007,0.0
18638420,Деминское,2007,0.0
18638422,Краснокоротковское,2007,0.0
18638424,Новокиевское,2007,0.0
18638428,Панфиловское,2007,0.0
18638432,Полевое,2007,0.0
18638436,Староаннинское,2007,0.0
18638440,Тростянское,2007,0.0
18638444,Филоновское,2007,0.0
18638448,Черкесовское,2007,0.0
18640000,Новониколаевский муниципальный район,2007,0.0
18640000,Новониколаевский муниципальный район,2017,0.0
18640151,Новониколаевское,2007,0.0
18640404,Алексиковское,2007,0.0
18640408,Верхнекардаильское,2007,0.0
18640412,Двойновское,2007,0.0
18640416,Дуплятское,2007,0.0
18640420,Комсомольское,2007,0.0
18640424,Красноармейское,2007,0.0
18640428,Куликовское,2007,0.0
18640432,Мирное,2007,0.0
18640436,Серпо-Молотское,2007,0.0
18640440,Хоперское,2007,0.0
18642000,Октябрьский муниципальный район,2007,0.0
18642000,Октябрьский муниципальный район,2015,0.0
18642000,Октябрьский муниципальный район,2016,0.0
18642000,Октябрьский муниципальный район,2017,0.0
18642151,рабочий поселок Октябрьский,2007,0.0
18642404,Абганеровское,2007,0.0
18642408,Аксайское,2007,0.0
18642412,Антоновское,2007,0.0
18642416,Васильевское,2007,0.0
18642420,Громославское,2007,0.0
18642424,Жутовское,2007,0.0
18642424,Жутовское,2013,0.0
18642424,Жутовское,2014,0.0
18642424,Жутовское,2015,0.0
18642428,Заливское,2007,0.0
18642428,Заливское,2014,0.0
18642429,Ивановское,2007,0.0
18642430,Ильменское,2007,0.0
18642430,Ильменское,2017,0.0
18642432,Ковалевское,2007,0.0
18642436,Новоаксайское,2007,0.0
18642440,Перегрузненское,2007,0.0
18642442,Советское,2007,0.0
18642444,Шебалиновское,2007,0.0
18642448,Шелестовское,2007,0.0
18643000,Ольховский муниципальный район,2007,0.0
18643000,Ольховский муниципальный район,2017,0.0
18643404,Гуровское,2007,0.0
18643408,Гусевское,2007,0.0
18643412,Зензеватское,2007,0.0
18643416,Каменнобродское,2007,0.0
18643420,Киреевское,2007,0.0
18643424,Липовское,2007,0.0
18643428,Нежинское,2007,0.0
18643432,Октябрьское,2007,0.0
18643434,Ольховское,2007,0.0
18643440,Романовское,2007,0.0
18643442,Рыбинское,2007,0.0
18643444,Солодчинское,2007,0.0
18643448,Ягодновское,2007,0.0
18645000,Палласовский муниципальный район,2007,0.0
18645101,город Палласовка,2007,0.0
18645404,Гончаровское,2007,0.0
18645408,Заволжское,2007,0.0
18645412,Кайсацкое,2007,0.0
18645412,Кайсацкое,2012,0.0
18645416,Калашниковское,2007,0.0
18645420,Комсомольское,2007,0.0
18645424,Венгеловское,2007,0.0
18645428,Краснооктябрьское,2007,0.0
18645429,Лиманное,2007,0.0
18645430,Приозерное,2007,0.0
18645432,Революционное,2007,0.0
18645436,Ромашковское,2007,0.0
18645440,Савинское,2007,0.0
18645444,Степновское,2007,0.0
18645485,Эльтонское,2007,0.0
18646000,Кумылженский муниципальный район,2007,0.0
18646000,Кумылженский муниципальный район,2016,0.0
18646000,Кумылженский муниципальный район,2017,0.0
18646404,Белогорское,2007,0.0
18646408,Букановское,2007,0.0
18646412,Глазуновское,2007,0.0
18646420,Краснянское,2007,0.0
18646423,Кумылженское,2007,0.0
18646440,Поповское,2007,0.0
18646454,Слащевское,2007,0.0
18646456,Суляевское,2007,0.0
18646468,Шакинское,2007,0.0
18647000,Руднянский муниципальный район,2007,0.0
18647151,Руднянское,2007,0.0
18647404,Большесудаченское,2007,0.0
18647404,Большесудаченское,2016,0.0
18647406,Громковское,2007,0.0
18647408,Ильменское,2007,0.0
18647412,Козловское,2007,0.0
18647416,Лемешкинское,2007,0.0
18647420,Лопуховское,2007,0.0
18647424,Матышевское,2007,0.0
18647436,Осичковское,2007,0.0
18647440,Сосновское,2007,0.0
18649000,Светлоярский муниципальный район,2007,0.0
18649151,Светлоярское,2007,0.0
18649404,Большечапурниковское,2007,0.0
18649408,Дубовоовражное,2007,0.0
18649412,Кировское,2007,0.0
18649416,Наримановское,2007,0.0
18649420,Приволжское,2007,0.0
18649424,Привольненское,2007,0.0
18649428,Райгородское,2007,0.0
18649436,Цацинское,2007,0.0
18649440,Червленовское,2007,0.0
18650000,Серафимовичский муниципальный район,2007,0.0
18650101,город Серафимович,2007,0.0
18650404,Бобровское,2007,0.0
18650408,Большовское,2007,0.0
18650412,Буерак-Поповское,2007,0.0
18650414,Горбатовское,2007,0.0
18650416,Зимняцкое,2007,0.0
18650420,Клетско-Почтовское,2007,0.0
18650428,Крутовское,2007,0.0
18650432,Отрожкинское,2007,0.0
18650436,Песчановское,2007,0.0
18650444,Пронинское,2007,0.0
18650448,Среднецарицынское,2007,0.0
18650452,Теркинское,2007,0.0
18650456,Трясиновское,2007,0.0
18650460,Усть-Хоперское,2007,0.0
18651000,Среднеахтубинский муниципальный район,2007,0.0
18651000,Среднеахтубинский муниципальный район,2014,0.0
18651000,Среднеахтубинский муниципальный район,2016,0.0
18651000,Среднеахтубинский муниципальный район,2017,0.0
18651107,город Краснослободск,2007,0.0
18651151,рабочий поселок Средняя Ахтуба,2007,0.0
18651151,рабочий поселок Средняя Ахтуба,2011,0.0
18651151,рабочий поселок Средняя Ахтуба,2013,0.0
18651151,рабочий поселок Средняя Ахтуба,2015,0.0
18651151,рабочий поселок Средняя Ахтуба,2016,0.0
18651151,рабочий поселок Средняя Ахтуба,2017,0.0
18651404,Ахтубинское,2007,0.0
18651408,Верхнепогроменское,2007,0.0
18651412,Кировское,2007,0.0
